"","gene","MinExpr","MaxExpr","SD_logRPKM","Mean_logRPKM","Median_logRPKM","Q.25_logRPKM","Q.75_logRPKM","IQR_logRPKM","ShannonIndex","Kurtosis","Skewness","ZeroExpr_proportion","residual.SD_logRPKM","LOESS.fit","TP","gene_name","synonyms","gene_product","COG","regulator","uniprot","start","end","strand","essential","core_genome","iML1515","oxidizeME","DGF_strain","MS57","pseudogene","y_ome","k_eff","schmidt_prot_med","heckmann_prot_med","proteomics","p1k","p1k_ctrl_log_tpm","p1k_median_log_tpm","p1k_mad_log_tpm","in_iM","length"
"2107","b2230",1.05884457563409,4.52700986136773,0.627493928135729,2.7400064842168,2.60844497270372,2.28316641565916,3.13166475587692,0.848498340217757,6.87322247056842,2.71552349242095,0.632917259220072,0,-0.297451457194963,0.924945385330692,0.614378234826598,"yfaA","yfaA;pufY","DUF2138 domain-containing protein YfaA","Function unknown","ppGpp","P17994",2334956,2336644,"-","False","False","False","False","True","False","False","True","False",NA,NA,"False","True",2.4517171635,2.202389891,0.5229716523822,"False",1689
"2108","b2231",6.45617249348874,10.8042910115645,0.490369186435739,8.90791148338542,8.89407797686255,8.62870970586428,9.21168611529373,0.582976409429447,6.89718447544321,5.95196038598908,-0.412933665402304,0,-0.385547999184357,0.875917185620096,0.526281692837204,"gyrA","gyrA;hisW;nalA;parD","DNA gyrase subunit A","Replication, recombination and repair","RpoD,Crp,CspA,Fis","P0AES4",2336793,2339420,"-","True","False","False","False","True","True","False","False","True",711.5,2071,"True","True",8.428004712,8.493730986,0.344381729084399,"False",2628
"2109","b2232",4.58146729288725,8.69899923627855,0.437066459395603,7.33644615129617,7.4183952766545,7.09708985442905,7.62241150540561,0.525321650976565,6.8968740853475,9.14479472338289,-1.59256538771814,0,-0.435843497062358,0.872909956457961,0.475986194959203,"ubiG","ubiG;pufX;yfaB","bifunctional 3-demethylubiquinone-8 3-O-methyltransferase and 2-octaprenyl-6-hydroxyphenol methylase","Coenzyme transport and metabolism","RpoD,YidZ,Crp","P17993",2339567,2340289,"+","False","False","True","True","True","True","False","False","True",906.5,602,"True","True",7.43977259,6.977458532,0.461533955248802,"False",723
"2110","b2233",2.69963383416266,5.36552342068551,0.370792028525458,3.79437524910388,3.77009286650556,3.54886634463308,4.02806808843836,0.479201743805277,6.89397617075866,3.33220147632329,0.358090666414364,0,-0.619729818157868,0.990521846683326,0.292099873863693,"yfaL","yfaL;yfaF;yfaJ;yfaK","putative autotransporter adhesin YfaL","Cell wall/membrane/envelope biogenesis","","P45508",2340417,2344169,"-","False","False","False","False","True","True","False","True","False",NA,NA,"False","True",3.2237545115,3.400871165,0.4359778038,"False",3753
"2111","b2234",4.67408144769362,11.7242828238807,0.732333463951443,7.68484072949737,7.75351109855504,7.34394890410304,8.09585953916668,0.751910635063636,6.89409768735747,5.97170879640824,-0.276780873653397,0,-0.13849461690032,0.870828080851763,0.773335075121241,"nrdA","nrdA;dnaF","ribonucleoside-diphosphate reductase 1 subunit alpha","Nucleotide transport and metabolism","RpoD,Crp,ArgP,NrdR,DnaA,Fis,H-NS","P00452",2344865,2347150,"+","True","False","True","True","True","True","False","False","True",669,1362,"True","True",8.160974695,7.345983702,0.541310118589799,"False",2286
"2112","b2235",4.86222438036769,10.8959630204997,0.581550478379462,7.71837725050259,7.78036301415765,7.36616247532816,8.06779801749796,0.701635542169796,6.89584471260263,6.43589300132737,-0.228202651856229,0,-0.289482550948165,0.871033029327627,0.622347141073397,"nrdB","nrdB;ftsB","ribonucleoside-diphosphate reductase 1 subunit beta","Nucleotide transport and metabolism","RpoD,Crp,ArgP,NrdR,DnaA,Fis,H-NS","P69924",2347384,2348514,"+","True","False","True","True","True","True","False","False","True",403,776,"True","True",8.0423736295,7.343278592,0.567582507868424,"False",1131
"2113","b2236",3.84814744552682,10.2052385015749,0.982047027795084,6.85217522038051,7.02655406290553,6.42518153146207,7.42648864951418,1.00130711805212,6.88794382189541,3.85500493192838,-0.720852721189368,0,0.0969020387276477,0.885144989067437,1.00873173074921,"yfaE","yfaE","ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE","Energy production and conversion","RpoD,Crp,ArgP,NrdR,DnaA,Fis,H-NS,Nac","P0ABW3",2348514,2348768,"+","False","False","False","False","True","True","False","False","False",NA,NA,"False","True",6.8927381095,6.635515634,0.810628355271,"False",255
"2114","b2237",2.89071077875185,9.92220210016038,0.941934083135015,5.87118991866268,5.7036396388927,5.35116643842095,6.12076679267424,0.76960035425329,6.88662437169505,6.86046572583709,1.55796968001875,0,0.00952077835617648,0.932413304778838,0.921350470377738,"inaA","inaA;yfaG","putative lipopolysaccharide kinase InaA","Signal transduction mechanisms","RpoD,MarA,Rob,SoxS,GlaR,gcvB","P27294",2348822,2349472,"-","False","False","False","False","True","True","False","True","False",NA,NA,"False","True",5.478571823,5.295217273,0.604934524702201,"True",651
"2115","b2238",0,5.28167833144398,0.982470194524969,1.54477630231437,1.56136794584859,0.946556129999344,2.08561220502471,1.13905607502536,6.64808671263253,3.46403277808503,0.428953632285485,0.143289606458123,0.152995009936076,0.829475184588893,1.06482470195764,"yfaH","yfaH","putative uncharacterized protein YfaH","Transcription","","",2349687,2349893,"+","False","False","False","False","True","True","True","False","False",NA,NA,"False","True",0.693473987,1.261945195,0.7661028349758,"True",207
"2116","b2239",4.04838932526493,12.8550590156236,1.29559571016447,5.94923595924074,5.56715235500958,5.24022278960267,6.14859580480851,0.908373015205839,6.87804208162041,10.9820080396992,2.54198972630165,0,0.368141074345966,0.927454635818505,1.27997076636753,"glpQ","glpQ","glycerophosphoryl diester phosphodiesterase","Energy production and conversion","RpoD,RpoN,Fnr,Fis,Crp,IHF,GlpR","P09394",2349935,2351011,"-","False","False","True","True","True","True","False","False","False",85,NA,"True","True",4.7532589555,5.187369257,0.680138110029152,"True",1077
"2117","b2240",1.26979363322684,12.7059730036752,2.14027436153954,3.65207148102277,2.68896911984942,2.35277935040358,4.23496879037759,1.88218943997401,6.75894491723393,6.07401898509572,1.85016385677414,0,1.15762844922591,0.982645912313631,2.06945814124747,"glpT","glpT","sn-glycerol 3-phosphate:phosphate antiporter","Inorganic ion transport and metabolism","RpoD,Fnr,Fis,Crp,IHF,GlpR","P08194",2351016,2352374,"-","False","False","True","True","True","True","False","False","False",70,NA,"True","True",1.918299419,2.375611134,0.8097363578766,"True",1359
"2118","b2241",0.196661635035908,12.1235228248038,2.38580049298534,2.61784202317713,1.57143709031776,1.18208547056841,2.81144842612733,1.62936295555892,6.57505853617131,5.57175207989461,1.80770866220077,0,1.4707687280603,0.915031764925046,2.38259842008186,"glpA","glpA","anaerobic glycerol-3-phosphate dehydrogenase subunit A","Energy production and conversion","RpoD,YihW,Fnr,Fis,FlhDC,ArcA,ppGpp,Crp,GlpR","P0A9C0",2352647,2354275,"+","False","False","True","True","True","True","False","False","False",21,NA,"True","True",0.968500252,1.304296497,0.7230736391088,"True",1629
"2119","b2242",0.490731339443056,11.473322935169,1.9692533234273,2.61193686398526,1.842577949136,1.47902696679947,2.7740194286989,1.29499246189943,6.68122181361787,7.80142297354743,2.16177640266626,0,1.05470202718273,0.914551296244571,1.96653171920429,"glpB","glpB","anaerobic glycerol-3-phosphate dehydrogenase subunit B","Energy production and conversion","RpoD,Fnr,Fis,FlhDC,ArcA,Crp,GlpR","P13033",2354265,2355524,"+","False","False","True","True","True","True","False","False","False",7.5,NA,"True","True",1.373007066,1.56214878835162,0.737184519380915,"True",1260
"2120","b2243",0.116058331612936,11.352970380877,1.80858120026924,2.6643170474545,2.0256816065464,1.65827207139191,2.76801502582012,1.10974295442821,6.7237772535778,9.29966493678769,2.38946811525683,0,0.88976851309737,0.918812687171866,1.80159820511893,"glpC","glpC","anaerobic glycerol-3-phosphate dehydrogenase subunit C","Energy production and conversion","RpoD,Fnr,Fis,FlhDC,ArcA,Crp,GlpR","P0A996",2355521,2356711,"+","False","False","True","True","True","True","False","False","False",0,NA,"True","True",1.6200999595,1.72508177,0.649830645334685,"True",1191
"2121","b2244",1.29343313589816,6.34558054648312,0.607840849226408,4.79157981377211,4.88240073265061,4.53593675011895,5.17511248075692,0.639175730637962,6.89005292788028,6.02838582854264,-1.29581437207227,0,-0.389547414725426,0.997388263951834,0.522282277296136,"rpnE","yfaD;rpnE","inactive recombination-promoting nuclease-like protein RpnE","Function unknown","","P37014",2356904,2357803,"+","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",4.8437772915,4.473348552,0.559094434878,"False",900
"2122","b2245",1.17777776292612,5.19550507513192,0.456583351973155,3.18965326981067,3.194964618597,2.90859812407169,3.47777538318326,0.569177259111568,6.88826277229533,4.01063325130001,-0.123220944040062,0,-0.501522954361139,0.958106306334294,0.410306737660422,"yfaU","rhmA;yfaU","2-keto-3-deoxy-L-rhamnonate aldolase","Coenzyme transport and metabolism","","P76469",2358042,2358845,"-","False","False","True","False","False","True","False","False","False",NA,NA,"False","True",2.677125265,2.796746807,0.511885574634,"False",804
"2123","b2246",0.906229101490926,4.00908116810398,0.45352603534047,2.29795023094401,2.26317648865927,2.01157942849019,2.56390011544371,0.552320686953518,6.87930722523247,3.4765680220391,0.366686459851341,0,-0.43617587542545,0.88970191076592,0.475653816596111,"yfaV","rhmT;yfaV","putative transporter YfaV","Inorganic ion transport and metabolism","","P76470",2358863,2360152,"-","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",1.645905682,1.917693493,0.4761413147442,"False",1290
"2124","b2247",0,6.35549591209064,1.36070644512998,2.07911767771613,1.61023936036583,1.22785031905802,2.33352108186611,1.10567076280809,6.71730700426178,4.37610381229651,1.51764141983981,0.00100908173562059,0.486887060218253,0.873819384911724,1.39871675223981,"rhmD","rhmD;yfaW","L-rhamnonate dehydratase","Coenzyme transport and metabolism","","P77215",2360209,2361414,"-","False","False","True","False","False","True","False","False","False",NA,NA,"False","True",0.8344824905,1.334037396,0.7099821387792,"False",1206
"2125","b2248",0,5.52483379925738,1.0471289678993,1.79753858499846,1.55720361846869,1.06070394098203,2.30355922113521,1.24285528015319,6.73313545260718,3.29875658827223,0.908082888458977,0.0141271442986882,0.195702608731999,0.851426359167298,1.10753230075356,"yfaX","rhmR;yfaX","putative DNA-binding transcriptional regulator YfaX","Transcription","","P77732",2361429,2362211,"-","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",0.8803075335,1.214721825,0.8067972620148,"True",783
"2126","b2249",3.28854702003005,8.26716367136908,0.544240263009484,6.18101872134931,6.15666731076575,5.85465196729456,6.46652729097851,0.611875323683947,6.89483931114223,4.9943176021046,0.205861574750554,0,-0.370377418100197,0.914617681109682,0.541452273921364,"yfaY","yfaY","IPR008135 CinA family protein YfaY","Function unknown","","P77808",2362431,2363633,"-","False","False","False","False","False","True","False","True","True",92.5,197,"True","True",5.774875575,5.72053677134394,0.527703269975329,"False",1203
"2127","b2250",1.20658997239612,9.20987802888384,1.08701819924204,4.45034264025436,4.31070165826609,3.73721295718364,5.0073316159533,1.27011865876966,6.86981594934644,4.39686672836635,0.814321495443848,0,0.0777364650464554,1.00928173419559,0.989566157068016,"yfaZ","yfaZ","putative porin YfaZ","Function unknown","ppGpp","P76471",2363733,2364275,"-","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",4.4209071995,3.877635208,0.9547789394472,"True",543
"2128","b2251",1.35278489076705,6.92129810967089,0.830837200467951,4.38716316834004,4.51584593961192,3.85889297172535,4.92154777765073,1.06265480592538,6.87996957391124,3.68434693643654,-0.315763994834546,0,-0.179039960362334,1.00987716083029,0.732789731659227,"nudI","nudI;yfaO","pyrimidine deoxynucleotide diphosphatase NudI","Replication, recombination and repair","ppGpp","P52006",2364554,2364979,"+","False","False","True","True","False","True","False","False","False",NA,NA,"False","True",4.6969289045,4.000252207,0.886156061085594,"True",426
"2129","b2252",0,9.29027258483116,1.07431068747428,2.31732657132561,2.21387873409992,1.71686523278321,2.83991808849325,1.12305285571004,6.79756497091833,12.5679919486116,1.93849246225085,0.0100908173562059,0.18314842856344,0.891162258910839,1.094978120585,"ais","ais;pmrG","putative lipopolysaccharide core heptose(II)-phosphate phosphatase","Cell wall/membrane/envelope biogenesis","ppGpp","P45565",2365018,2365620,"-","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",2.080952728,1.842294957,0.8648065044696,"True",603
"2130","b2253",0.801408904042422,9.90717509413814,1.38670141960401,4.13781296600927,4.08948826349878,3.08907337552878,4.93712116699939,1.84804779147061,6.84254410737707,3.67876847813381,0.524079929104215,0,0.380588357033914,1.00611306257009,1.29241804905548,"arnB","arnB;pmrH;yfbE","UDP-4-amino-4-deoxy-L-arabinose aminotransferase","Cell wall/membrane/envelope biogenesis","BasR","",2365910,2367067,"+","False","False","True","True","False","True","False","False","False",11,NA,"True","True",4.3394730105,3.780198332,1.5730197728386,"True",1158
"2131","b2254",0.218670934370868,8.8853978444635,1.25019817997499,3.43860506569607,3.37448431434184,2.5991549626626,4.19344014085713,1.59428517819453,6.83144649517077,4.21625928256303,0.527742458634316,0,0.278709064363194,0.971489115611801,1.19053875638475,"arnC","arnC;pmrF;yfbF","undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","Lipid transport and metabolism","YbiH,BasR","P77757",2367071,2368039,"+","False","False","True","True","False","True","False","False","False",NA,NA,"False","True",3.5302445975,3.003700998,1.3040970326748,"True",969
"2132","b2255",1.9602511822219,9.05840071592189,0.830860743075479,4.25728010333443,4.18049359570368,3.74722146978709,4.66336401412143,0.916142544334343,6.88076259688005,8.60488140007458,1.46355380416346,0,-0.178148289333632,1.00900903240911,0.733681402687929,"arnA","arnA;pmrI;yfbG","fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase","Lipid transport and metabolism","BasR","P77398",2368039,2370021,"+","False","False","True","True","False","True","False","False","False",2.5,NA,"True","True",3.9477273295,3.790533763,0.7561363025874,"True",1983
"2133","b2256",1.45342458272401,8.17400506622141,0.81415531227407,3.70854028355145,3.62086142883931,3.18773357613893,4.12230367964557,0.934570103506643,6.87578711922217,6.77772107533609,1.18891822035135,0,-0.171628471946668,0.985783784220738,0.740201220074894,"arnD","arnD;pmrJ;yfbH","putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD","Carbohydrate transport and metabolism","BasR","P76472",2370018,2370908,"+","False","False","True","True","False","True","False","True","False",NA,NA,"False","True",3.0597200045,3.239284225,0.754882312094399,"True",891
"2134","b2257",1.13414989208249,6.03640854610802,0.674022545925633,2.78819713546093,2.69599264233929,2.3453898666625,3.15367889508779,0.808289028425286,6.87081779552478,5.16144141145982,1.02267850293408,0,-0.254791530354381,0.928814076280013,0.65703816166718,"arnT","arnT;pmrK;yfbI","lipid IVA 4-amino-4-deoxy-L-arabinosyltransferase","Lipid transport and metabolism","BasR","P76473",2370908,2372560,"+","False","False","True","True","False","True","False","False","False",NA,NA,"False","True",2.6358582265,2.37442287976311,0.716491690947645,"True",1653
"2135","b2258",0,6.76676892592454,0.854747309975491,2.80972168374787,2.78895657739991,2.28876353052559,3.28325785494768,0.994494324422097,6.85098710150647,4.50270285931834,0.43633390898798,0.00201816347124117,-0.0757814448024534,0.930528754777944,0.836048247219108,"arnF","arnF;pmrM;yfbJ","undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnF subunit","Inorganic ion transport and metabolism","BasR","P76474",2372892,2373278,"+","False","False","True","True","False","True","False","False","False",NA,NA,"False","True",2.2350478255,2.417406119,0.8406512899302,"True",387
"2136","b2259",3.9197911622193,9.49783954131697,0.823051611939619,6.48884143666832,6.45238872046872,5.94643470270622,6.98837958297611,1.04194488026989,6.89073133080873,3.48838314737373,0.36608776190082,0,-0.0760176942785792,0.899069306218198,0.835811997742982,"pmrD","pmrD","signal transduction protein PmrD","Function unknown","","P37590",2373272,2373538,"-","False","False","False","False","False","True","False","True","False",4.5,NA,"True","True",5.9453260435,5.973854924,0.779964968546399,"True",267
"2137","b2260",0.925637341947061,7.4177431107599,0.803937643689504,5.15549245158775,5.24069288873471,4.80645988756895,5.56673464363587,0.760274756066925,6.88509640348181,8.03246911865912,-1.32098584748211,0,-0.177727930637999,0.981665574327503,0.734101761383562,"menE","menE","o-succinylbenzoate--CoA ligase","Coenzyme transport and metabolism","ppGpp","P37353",2373648,2375003,"-","False","False","True","True","False","True","False","False","False",NA,NA,"False","True",4.882501837,4.736581951,0.54804648861626,"True",1356
"2138","b2261",1.18054149577189,8.4598225449503,0.869088418537615,6.34548433006674,6.38561267258864,6.06562428555663,6.80291370467951,0.737289419122879,6.88763357255178,13.2998516217282,-2.40167244236745,0,-0.0372704348800069,0.906358853417622,0.874559257141554,"menC","menC","o-succinylbenzoate synthase","Coenzyme transport and metabolism","","P29208",2375000,2375962,"-","False","False","True","True","False","True","False","False","False",8,NA,"True","True",6.2783657145,5.941981785,0.538843204662356,"True",963
"2139","b2262",4.41087500500946,8.85616439839615,0.640379599619414,7.13982790368328,7.15832779271083,6.77541516825748,7.52964831702725,0.754233148769766,6.8946040205727,4.52979992367456,-0.538518862732289,0,-0.237724800752373,0.878104400371787,0.674104891269188,"menB","menB","1%2C4-dihydroxy-2-naphthoyl-CoA synthase","Coenzyme transport and metabolism","","P0ABU0",2375962,2376819,"-","False","False","True","True","False","True","False","False","True",525,598,"True","True",6.627349159,6.69170878730406,0.538160831502408,"True",858
"2140","b2263",3.15394011408575,7.16268552963567,0.741027817013387,4.83660908485009,4.72895065147556,4.32966172038923,5.21987724377403,0.8902155233848,6.88728026834683,3.38621282547171,0.718213662473002,0,-0.254584263079461,0.995612080092849,0.6572454289421,"menH","menH;yfbB","2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase","Coenzyme transport and metabolism","ppGpp","P37355",2376834,2377592,"-","False","False","True","True","False","True","False","False","False",NA,NA,"False","True",3.4854111525,4.357504061,0.7317173587122,"True",759
"2141","b2264",3.66568053251094,7.99978048577316,0.704855880707645,5.32983575764392,5.1778389727248,4.84471464196772,5.68402474897297,0.839310107005257,6.89028227629359,4.33230113992677,1.03525360288766,0,-0.26735244172259,0.972208322430236,0.644477250298971,"menD","menD","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase","Coenzyme transport and metabolism","ppGpp","P17109",2377589,2379259,"-","False","False","True","True","False","True","False","False","False",NA,NA,"False","True",4.6111890645,4.775243885,0.5980629390876,"True",1671
"2142","b2265",0,9.37885676038165,1.28795772624435,5.82577488115996,5.97964166080942,5.61729664220175,6.40229278259689,0.784996140395144,6.85869450982324,14.411282170307,-2.94201980657292,0.0201816347124117,0.352455723431908,0.935502002812443,1.26428541545347,"menF","menF;yfbA","isochorismate synthase MenF","Coenzyme transport and metabolism","","P38051",2379348,2380643,"-","False","False","True","True","True","True","False","False","False",3,NA,"True","True",6.1107517545,5.551630158,0.626518944941399,"True",1296
"2143","b2266",5.32635641697441,13.8820580353342,1.57526237670095,10.1945581968424,10.3879395364693,9.14694339158746,11.3067368519378,2.1597934603503,6.88642292950504,2.85366282961276,-0.345331875005902,0,0.694495105053016,0.880767271647937,1.60632479707458,"elaB","elaB;yfbD","tail anchored inner membrane protein","Function unknown","RpoS,ppGpp,OxyR","P0AEH5",2380722,2381027,"-","False","False","False","False","False","True","False","True","False",9252,NA,"True","True",10.80867021,9.941173133,1.7441072846022,"True",306
"2144","b2267",4.30973036857754,8.54724562341473,0.552302908538792,6.36603156276777,6.40335823404052,6.04686645656216,6.67756816959446,0.630701713032305,6.89495389393596,4.7020717752709,0.190251770628276,0,-0.353029389422061,0.905332297960853,0.5588003025995,"elaA","elaA;yfbC","putative N-acetyltransferase ElaA","Function unknown","","P0AEH3",2381082,2381543,"-","False","False","False","False","False","True","False","True","True",99.5,144,"True","True",6.1409660795,5.92252637585966,0.521018992777672,"False",462
"2145","b2268",3.0941567644517,7.74248269694903,0.356053648412975,5.56891152588953,5.57736534390431,5.37521295136706,5.77272617177303,0.397513220405973,6.89663019083391,10.2963540823981,-0.604200916025546,0,-0.599800058728331,0.955853707141307,0.31202963329323,"rbn","rbn;elaC;rnz","ribonuclease BN","Function unknown","RpoD","P0A8V0",2381608,2382525,"+","False","False","False","True","False","True","False","False","False",6,NA,"True","True",5.5767224495,5.122243054,0.3230496384696,"False",918
"2146","b2269",0,4.30669006903571,0.755539840520168,1.86133040602098,1.86269847022649,1.29709694383355,2.34382751185681,1.04673056802326,6.8095158537529,2.96358167596283,0.185184755791596,0.00807265388496468,-0.101179130191885,0.856718970712054,0.810650561829676,"elaD","elaD","protease ElaD","Post-translational modification, protein turnover,and chaperones","","Q47013",2382713,2383924,"+","False","False","False","False","False","True","False","False","False",NA,NA,"False","True",1.7627450885,1.525229993,0.7087026609096,"True",1212
"2147","b2270",0.337197128551075,5.25560480108969,0.539595166375469,1.99452966254703,1.94806328716334,1.6758796269396,2.24265580837375,0.56677618143415,6.86294443770338,6.88123103592593,0.984079275523355,0,-0.327775171887588,0.867370338263057,0.584054520133973,"yfbK","yfbK","IPR002035/DUF3520 domain-containing protein YfbK","Function unknown","YbiH,Nac","P76481",2383995,2385722,"-","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",0.9737175295,1.581388612,0.4615293265716,"False",1728
"2148","b2271",0,3.75765613965201,0.515343800635718,1.16237015270073,1.14418514981347,0.848256353842598,1.47793787404868,0.629681520206079,6.78688912888903,4.05440971726942,0.293563903511019,0.0282542885973764,-0.279071990514727,0.794415791150445,0.632757701506834,"yfbL","yfbL","putative peptidase YfbL","Function unknown","Nac","P76482",2385860,2386831,"+","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",1.1347354455,0.900636673,0.4753714984158,"False",972
"2149","b2272",0,6.25003253468182,1.01437027368161,2.47106509314786,2.35517102671985,1.79670057351056,3.0039915737145,1.20729100020394,6.8153430145689,4.18739044768775,0.79976433192402,0.00201816347124117,0.11120705194985,0.903163221731761,1.02303674397141,"yfbM","yfbM","DUF1877 domain-containing protein YfbM","Function unknown","","P76483",2386934,2387437,"+","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",1.7127368335,2.000511574,0.8871978060372,"False",504
"2150","b2273",0,7.11955096066695,0.814904345168233,1.85259365758293,1.76547127530964,1.35712257911093,2.1893577848567,0.83223520574577,6.80460067953149,8.71381094287705,1.48398671083561,0.0141271442986882,-0.0410966396741322,0.856000984842366,0.870733052347429,"yfbN","yfbN","uncharacterized protein YfbN","No COG annotation","GlaR","P76484",2387710,2388426,"-","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",1.359395845,1.424140294,0.598172873786894,"False",717
"2151","b2274",0,6.49492084030762,0.845756951729208,2.9713868682765,2.9873721255731,2.469380389566,3.47946028129649,1.0100798917305,6.85518321847383,4.05310943413501,0.0232066630038717,0.00302724520686176,-0.0972543910767466,0.943011342805954,0.814575300944814,"yfbO","yfbO","uncharacterized protein YfbO","No COG annotation","GlaR","P76485",2388635,2389057,"+","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",2.547883608,2.589619358,0.786918611250331,"False",423
"2152","b2275",1.3704748409976,5.68118605102953,0.574747236481908,3.2591215955281,3.30958980260416,2.88869493731003,3.60256471042993,0.713869773119901,6.8826938347404,3.72145245938844,-0.172771965020101,0,-0.387564441599412,0.96231167808132,0.524265250422149,"yfbP","yfbP","uncharacterized protein YfbP","Function unknown","","P76486",2389116,2389964,"+","False","False","False","False","False","True","False","True","False",NA,NA,"False","True",3.021749849,2.85127651,0.5509158765768,"False",849
"2153","b2276",2.65864510353175,10.230708731977,0.845327075948319,8.06759421717812,8.23847203734296,7.7118517526294,8.57585741834881,0.864005665719416,6.89271327858927,10.3550715702905,-1.8881477619351,0,-0.0293488336167204,0.87467590956504,0.882480858404841,"nuoN","nuoN","NADH:quinone oxidoreductase subunit N","Energy production and conversion","RpoD,NarL,OmpR,ArcA,IHF,Fis,Fnr,ryhB","P0AFF0",2390048,2391505,"-","False","False","True","True","True","True","False","False","True",44.5,260,"True","True",8.1273632015,7.73989687191219,0.683768341110456,"True",1458
"2154","b2277",4.61249162017634,10.2004541072969,0.739985565421053,8.09567894045742,8.22791226137222,7.6882767443686,8.60081536460908,0.912538620240481,6.89438639751903,4.9943817081033,-0.944800761208698,0,-0.134981697786399,0.874967263207452,0.776847994235162,"nuoM","nuoM","NADH:quinone oxidoreductase subunit M","Energy production and conversion","RpoD,ryhB,NarL,ArcA,IHF,Fis,Fnr","P0AFE8",2391512,2393041,"-","False","False","True","True","True","True","False","False","True",11.5,224,"True","True",7.8214807915,7.760040595,0.689663595005694,"True",1530
"2155","b2278",4.45021407468177,10.360521508852,0.823598389600585,7.83542081254066,7.89919550645537,7.26884543861627,8.45473172780908,1.18588628919281,6.89308505049149,3.29953091058663,-0.379267618958292,0,-0.0484627947909372,0.872061184391522,0.863366897230624,"nuoL","nuoL","NADH:quinone oxidoreductase subunit L","Energy production and conversion","RpoD,NarL,ArcA,IHF,Fis,Fnr,ryhB","P33607",2393205,2395046,"-","False","False","True","True","True","True","False","False","True",2,300,"True","True",7.1438844405,7.43047364,0.831655919845798,"True",1842
"2156","b2279",4.01397956848154,10.5565405392201,1.30120814547377,7.22820300465505,7.17776971859059,6.20248590854944,8.32294616438269,2.12046025583325,6.88236838567859,2.0651420070561,0.0287082499305349,0,0.425469559679389,0.875738585794382,1.33729925170095,"nuoK","nuoK","NADH:quinone oxidoreductase subunit K","Energy production and conversion","RpoD,NarL,ArcA,IHF,Fnr,Fis,ryhB","P0AFE4",2395043,2395345,"-","False","False","True","True","True","True","False","False","True",212,141,"True","True",5.532536826,6.83856626380795,1.53579771499894,"True",303
"2157","b2280",4.5774113576972,10.4314237659455,0.900658792263736,7.78585539039828,7.79440569500593,7.17823436244747,8.46361613390425,1.28538177145678,6.89193416171662,3.06726150973272,-0.180966573813891,0,0.0290829765532975,0.871575815710438,0.940912668574859,"nuoJ","nuoJ","NADH:quinone oxidoreductase subunit J","Energy production and conversion","RpoD,NarL,ArcA,IHF,Fis,Fnr,ryhB","P0AFE0",2395342,2395896,"-","False","False","True","True","True","True","False","False","True",NA,257,"True","True",6.5730200115,7.341118055,0.9340958006436,"True",555
"2158","b2281",4.97441320247963,10.3949715371151,0.875835879066763,8.07976708332328,8.11906160355636,7.49964059426173,8.72099927315574,1.22135867889401,6.89273744493865,2.99446425047137,-0.33126485039279,0,0.00103170837232125,0.874804170694442,0.912861400393882,"nuoI","nuoI","NADH:quinone oxidoreductase subunit I","Energy production and conversion","RpoD,NarL,ArcA,IHF,Fis,Fnr,ryhB","P0AFD6",2395908,2396450,"-","False","False","True","True","True","True","False","False","True",322,752,"True","True",6.9629547795,7.650799676,0.890213238007801,"True",543
"2159","b2282",5.00484680740493,10.2839990605599,0.774411720380723,8.14092970668746,8.23942226581567,7.68524179823836,8.6614209252458,0.976179127007446,6.89406093185476,4.09789977108761,-0.710471181319428,0,-0.100985427558219,0.875397147938941,0.810844264463342,"nuoH","nuoH","NADH:quinone oxidoreductase subunit H","Energy production and conversion","RpoD,NarL,ArcA,IHF,Fis,Fnr,ryhB","P0AFD4",2396465,2397442,"-","False","False","True","True","True","True","False","False","True",109.5,294,"True","True",7.35318392,7.81699890488472,0.703469532308311,"True",978
"2160","b2283",5.77368894106097,10.5944996212591,0.675723182239953,8.62656260530689,8.71720941988734,8.20104187638456,9.09067119820677,0.889629321822206,6.89560043659344,3.59703706686869,-0.46600196036192,0,-0.200189999629868,0.875913181869821,0.711639692391693,"nuoG","nuoG","NADH:quinone oxidoreductase subunit G","Energy production and conversion","RpoD,YidZ,NarL,ArcA,IHF,Fis,Fnr,ryhB","P33602",2397439,2400165,"-","False","False","True","True","True","True","False","False","True",1303.5,1280,"True","True",8.592139069,8.269972943,0.691809937266,"True",2727
